Model,Metric,Estimate,lwr,upr,pval,Time,Simulation
Bliss,SS,5.601027415233336,3.641063430693282,7.560991399773389,2.1308502940036535e-8,27,11
Bliss,SS,7.191320798745493,5.23135681420544,9.151284783285547,6.41675147324384e-13,30,11
Bliss,CI,1.233755672144536,0.9092500815523172,1.6740752510575743,0.17733316177707892,3,12
Bliss,CI,1.2606420490994015,0.9528016631749899,1.6679424872767719,0.1049117504223818,6,12
Bliss,CI,1.2204418685280292,0.9208191197096757,1.617558022606876,0.16573862373379308,9,12
Bliss,CI,1.058404700206445,0.8254544988653624,1.3570954073893915,0.6544801308431083,12,12
Bliss,CI,0.9483510149671742,0.7379080989165457,1.2188098340562925,0.6786897074321825,15,12
Bliss,CI,0.8312383984542604,0.6475138356381728,1.0670926813228852,0.14694557106470094,18,12
Bliss,CI,0.7493764338216105,0.5866567197795924,0.9572293653743112,0.020891535140700194,21,12
Bliss,CI,0.6728854431041223,0.5273034403547338,0.8586608485558811,0.00144755425338991,24,12
Bliss,CI,0.6348822030438425,0.507483313756288,0.7942633793381715,7.019539132788993e-5,27,12
Bliss,CI,0.5807151879278346,0.449234940126858,0.7506765377484461,3.33237242191951e-5,30,12
Bliss,SS,-1.3490118441667436,-3.3089758287067967,0.6109521403733101,0.17733316177707892,3,12
Bliss,SS,-1.6214939314450085,-3.581457915985063,0.3384700530950451,0.1049117504223818,6,12
Bliss,SS,-1.3860271159382047,-3.3459911004782583,0.5739368686018489,0.16573862373379308,9,12
Bliss,SS,-0.44754704129583023,-2.4075110258358836,1.5124169432442234,0.6544801308431083,12,12
Bliss,SS,0.41425180262543154,-1.545712181914622,2.374215787165485,0.6786897074321825,15,12
Bliss,SS,1.4504051526889699,-0.5095588318510837,3.4103691372290235,0.14694557106470094,18,12
Bliss,SS,2.309938934484413,0.3499749499443594,4.269902919024466,0.020891535140700194,21,12
Bliss,SS,3.184997166987162,1.2250331824471083,5.144961151527216,0.00144755425338991,24,12
Bliss,SS,3.975622526614517,2.0156585420744633,5.93558651115457,7.019539132788993e-5,27,12
Bliss,SS,4.149475986454087,2.189512001914034,6.109439970994141,3.33237242191951e-5,30,12
Bliss,CI,0.8602461153053825,0.6926235029942976,1.068435269231824,0.1734052213962744,3,13
Bliss,CI,0.9082139054954803,0.7188304837860241,1.1474923737108635,0.4197262443006733,6,13
Bliss,CI,1.0034151128805475,0.7793327518001026,1.2919281095674202,0.9789063681100202,9,13
Bliss,CI,0.904558896740899,0.7154202924353383,1.143700851548135,0.40197305496088287,12,13
Bliss,CI,0.8456859353090873,0.6793445366105201,1.0527569777007475,0.13364437241966154,15,13
Bliss,CI,0.7443596876805011,0.588484914793641,0.9415217462933687,0.013793819946125807,18,13
Bliss,CI,0.6695266271547282,0.5354988346922707,0.8370996824424213,4.3127998317943675e-4,21,13
Bliss,CI,0.6079728889647741,0.47985296506001474,0.7703006142099051,3.766083435178144e-5,24,13
Bliss,CI,0.5635282843313445,0.4479660474197331,0.7089022238863538,9.676997766273074e-7,27,13
Bliss,CI,0.5199927538470681,0.40990739750769417,0.659642801514413,7.127473212078497e-8,30,13
Bliss,SS,1.361343312537751,-0.5986206720023025,3.3213072970778046,0.1734052213962744,3,13
Bliss,SS,0.8068962763889602,-1.1530677081510934,2.766860260929014,0.4197262443006733,6,13
Bliss,SS,-0.026440027325914828,-1.9864040118659683,1.9335239572141387,0.9789063681100202,9,13
Bliss,SS,0.8381026496000032,-1.1218613349400504,2.798066634140057,0.40197305496088287,12,13
Bliss,SS,1.4998843119285645,-0.4600796726114889,3.4598482964686177,0.13364437241966154,15,13
Bliss,SS,2.4625883093859744,0.5026243248459208,4.422552293926028,0.013793819946125807,18,13
Bliss,SS,3.5201640353309798,1.5602000507909264,5.480128019871033,4.3127998317943675e-4,21,13
Bliss,SS,4.121380784805862,2.1614168002658083,6.0813447693459155,3.766083435178144e-5,24,13
Bliss,SS,4.898095551773279,2.938131567233225,6.858059536313332,9.676997766273074e-7,27,13
Bliss,SS,5.387927647613406,3.427963663073352,7.34789163215346,7.127473212078497e-8,30,13
Bliss,CI,1.3764114125855134,1.0737332619652205,1.7644124884686803,0.011687679730513883,3,14
Bliss,CI,1.1360093468490682,0.9054642079325163,1.4252548304202304,0.2705153452257087,6,14
Bliss,CI,1.0807852116360606,0.8459487723227515,1.3808125407924168,0.53425029788071,9,14
Bliss,CI,1.073264646207517,0.8800629334780823,1.3088802595588858,0.485021292184478,12,14
Bliss,CI,0.9015222179599007,0.7505309923732858,1.0828897377113393,0.2676496437255974,15,14
Bliss,CI,0.8118322515716817,0.6613488803651483,0.9965566197497081,0.04626798485534673,18,14
Bliss,CI,0.7179680736974579,0.5849846203661406,0.8811824053189664,0.0015230106780040917,21,14
Bliss,CI,0.6238858388002703,0.5162027469024213,0.7540322909771234,1.0584642070205505e-6,24,14
Bliss,CI,0.5517162053275529,0.45256229218402966,0.6725941963747551,4.009202315989523e-9,27,14
Bliss,CI,0.5405777321740919,0.4438219062737093,0.6584269059091161,9.767872583036197e-10,30,14
Bliss,SS,-2.5214364126596123,-4.481400397199666,-0.5614724281195589,0.011687679730513883,3,14
Bliss,SS,-1.1018765486865485,-3.061840533226602,0.8580874358535052,0.2705153452257087,6,14
Bliss,SS,-0.6215310097303175,-2.581494994270371,1.338432974809736,0.53425029788071,9,14
Bliss,SS,-0.6982493125204362,-2.65821329706049,1.2617146720196175,0.485021292184478,12,14
Bliss,SS,1.1084914173232598,-0.8514725672167938,3.068455401863314,0.2676496437255974,15,14
Bliss,SS,1.9929402987537672,0.032976314213713435,3.9529042832938206,0.04626798485534673,18,14
Bliss,SS,3.170262906304443,1.2102989217643896,5.130226890844497,0.0015230106780040917,21,14
Bliss,SS,4.8804455777783335,2.9204815932382795,6.840409562318387,1.0584642070205505e-6,24,14
Bliss,SS,5.883813236252072,3.923849251712019,7.843777220792125,4.009202315989523e-9,27,14
Bliss,SS,6.113157751962697,4.153193767422643,8.07312173650275,9.767872583036197e-10,30,14
Bliss,CI,0.9739083276616207,0.7558253118179389,1.2549162033318173,0.8380381189305051,3,15
Bliss,CI,0.8271687492931206,0.6462149481066543,1.058793427499329,0.13196286236107915,6,15
Bliss,CI,0.8545653619827176,0.6404330169401157,1.1402940488449846,0.28556825118222295,9,15
Bliss,CI,0.7264071716841213,0.5445344200391523,0.9690248396716316,0.029707863844089105,12,15
Bliss,CI,0.6259571289494772,0.4715232656513417,0.8309713556581905,0.001191523057384318,15,15
Bliss,CI,0.5673030420458423,0.4193835606989401,0.7673947471333966,2.354475731249535e-4,18,15
Bliss,CI,0.4847627008427364,0.3579594411748061,0.6564846435034715,2.866933519319979e-6,21,15
