"","Model","Metric","Estimate","lwr","upr","pval","Time","Simulation"
"14999","Bliss","SS",3.86747691494451,1.90751293040446,5.82744089948456,0.000109967234873506,27,750
"15000","Bliss","SS",4.2294515718473,2.26948758730724,6.18941555638735,2.34261699078715e-05,30,750
"15001","Bliss","CI",1.12917540165152,0.90087895309284,1.41532564759949,0.291797213044282,3,751
"15002","Bliss","CI",1.02599635664165,0.742393381690813,1.41793899272711,0.876450551565993,6,751
"15003","Bliss","CI",1.06535204847546,0.78860627132449,1.43921628379221,0.67997581048907,9,751
"15004","Bliss","CI",0.945466786128309,0.684422713129318,1.30607507104004,0.733733167073882,12,751
"15005","Bliss","CI",0.811611766401873,0.588341076993716,1.11961188011526,0.203497184951949,15,751
"15006","Bliss","CI",0.801376449883854,0.570121681315992,1.12643359387082,0.202443678892511,18,751
"15007","Bliss","CI",0.719805308188613,0.535358285015601,0.967799875706427,0.0295064862317214,21,751
"15008","Bliss","CI",0.674645274005207,0.508831915779047,0.894492329634451,0.00624340008210517,24,751
"15009","Bliss","CI",0.586172755582712,0.431192564018653,0.796856272717554,0.000651005099594322,27,751
"15010","Bliss","CI",0.550115613517879,0.391095857407769,0.773792875848907,0.000596486613286921,30,751
"15011","Bliss","SS",-1.05418721329134,-3.01415119783139,0.905776771248717,0.291797213044282,3,751
"15012","Bliss","SS",-0.155470318804538,-2.11543430334459,1.80449366573552,0.876450551565993,6,751
"15013","Bliss","SS",-0.412496138439156,-2.37246012297921,1.5474678461009,0.67997581048907,9,751
"15014","Bliss","SS",0.34016381422945,-1.6198001703106,2.3001277987695,0.733733167073882,12,751
"15015","Bliss","SS",1.27165089509729,-0.688313089442759,3.23161487963735,0.203497184951949,15,751
"15016","Bliss","SS",1.27462027141638,-0.68534371312367,3.23458425595644,0.202443678892511,18,751
"15017","Bliss","SS",2.17665274960942,0.216688765069367,4.13661673414947,0.0295064862317214,21,751
"15018","Bliss","SS",2.73471661533864,0.774752630798584,4.69468059987869,0.00624340008210517,24,751
"15019","Bliss","SS",3.40942275935237,1.44945877481231,5.36938674389242,0.000651005099594322,27,751
"15020","Bliss","SS",3.43320695427856,1.47324296973851,5.39317093881862,0.000596486613286921,30,751
"15021","Bliss","CI",0.930897983804432,0.672852060321148,1.28790726424699,0.665502520887539,3,752
"15022","Bliss","CI",0.944963127849397,0.602855815163373,1.48120875760803,0.805022268116214,6,752
"15023","Bliss","CI",0.907357414706605,0.583615136144979,1.41068561631434,0.665896021968042,9,752
"15024","Bliss","CI",0.887475297324368,0.574271536318519,1.37149824351407,0.590909923323234,12,752
"15025","Bliss","CI",0.868333260343085,0.562001479687544,1.34163819539631,0.524773570029264,15,752
"15026","Bliss","CI",0.785491561645991,0.512633146066539,1.20358388479424,0.267470920853424,18,752
"15027","Bliss","CI",0.743627167806548,0.459201885543643,1.20422276586543,0.228442335518392,21,752
"15028","Bliss","CI",0.676592940861364,0.415529967838477,1.10167266636561,0.116257365680473,24,752
"15029","Bliss","CI",0.67234027058116,0.42935778948465,1.05283157896757,0.082746679128265,27,752
"15030","Bliss","CI",0.602752376015668,0.379889963643987,0.95635700218974,0.031600462820713,30,752
"15031","Bliss","SS",0.43232871368315,-1.5276352708569,2.3922926982232,0.665502520887539,3,752
"15032","Bliss","SS",0.246852642387843,-1.71311134215221,2.2068166269279,0.805022268116214,6,752
"15033","Bliss","SS",0.431787284524495,-1.52817670001556,2.39175126906455,0.665896021968042,9,752
